fold,prec@1,prec@3,prec@5,prec@10,rec@1,rec@3,rec@5,rec@10,f1@1,f1@3,f1@5,f1@10,map@1,map@3,map@5,map@10,auc
1,0.0,0.015873015873015872,0.028571428571428574,0.014285714285714287,0.0,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0,0.026455026455026457,0.047619047619047616,0.025974025974025972,0.0,0.023809523809523808,0.04285714285714285,0.04285714285714285,0.5696125907990315
2,0.05555555555555555,0.037037037037037035,0.022222222222222223,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0617283950617284,0.03703703703703704,0.020202020202020204,0.05555555555555555,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.5550827423167849
