fold,prec@1,prec@3,prec@5,prec@10,rec@1,rec@3,rec@5,rec@10,f1@1,f1@3,f1@5,f1@10,map@1,map@3,map@5,map@10,auc
1,1.0,0.3333333333333332,0.20000000000000004,0.10000000000000002,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.33333333333333326,0.18181818181818177,1.0,1.0,1.0,1.0,1.0
2,1.0,0.33333333333333326,0.20000000000000007,0.10000000000000003,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.33333333333333326,0.18181818181818177,1.0,1.0,1.0,1.0,1.0
