fold,prec@1,prec@3,prec@5,prec@10,rec@1,rec@3,rec@5,rec@10,f1@1,f1@3,f1@5,f1@10,map@1,map@3,map@5,map@10,auc
1,0.0,0.0,0.0014084507042253522,0.004225352112676056,0.0,0.0,0.007042253521126761,0.04225352112676056,0.0,0.0,0.002347417840375587,0.007682458386683739,0.0,0.0,0.0017605633802816902,0.006103286384976525,0.5204277775836158
2,0.0,0.008,0.0048000000000000004,0.010800000000000002,0.0,0.024,0.024,0.108,0.0,0.013333333333333334,0.008,0.019636363636363636,0.0,0.012,0.012,0.021676190476190477,0.5522828784119106
