fold,prec@1,prec@3,prec@5,prec@10,rec@1,rec@3,rec@5,rec@10,f1@1,f1@3,f1@5,f1@10,map@1,map@3,map@5,map@10,auc
1,2.642706131078224E-4,3.817242189335212E-4,0.0010050291498494462,6.664252766261226E-4,2.642706131078224E-4,0.0011451726568005639,0.005025145749247229,0.006664252766261222,2.642706131078224E-4,6.362070315558688E-4,0.0016750485830824098,0.0012116823211384036,2.642706131078224E-4,6.459948320413437E-4,0.001421989450530677,0.0016175706780886486,0.5033221073640074
2,2.674511901577962E-4,4.2346438441651064E-4,0.0015293750557189981,9.193634661674241E-4,2.674511901577962E-4,0.0012703931532495319,0.007646875278594988,0.009193634661674242,2.674511901577962E-4,7.057739740275177E-4,0.0025489584261983293,0.0016715699384862255,2.674511901577962E-4,7.354907729339394E-4,0.002318913256663992,0.0025102505267656366,0.50458575936186
