fold,prec@1,prec@3,prec@5,prec@10,rec@1,rec@3,rec@5,rec@10,f1@1,f1@3,f1@5,f1@10,map@1,map@3,map@5,map@10,auc
1,0.9574468085106383,0.3333333333333332,0.20000000000000054,0.10000000000000027,0.9574468085106383,1.0,1.0,1.0,0.9574468085106383,0.5555555555555566,0.3333333333333332,0.18181818181818188,0.9574468085106383,0.975886524822695,0.975886524822695,0.975886524822695,0.9999291623447264
2,0.9612068965517241,0.33189655172413784,0.2000000000000005,0.10000000000000026,0.9612068965517241,0.9956896551724138,1.0,1.0,0.9612068965517241,0.5531609195402312,0.33333333333333326,0.1818181818181819,0.9612068965517241,0.9762931034482759,0.9773706896551724,0.9773706896551724,0.9999281609195403
